task,regime,substrate,readout,seed_idx,n_units,t_total,runtime_s,mean_acc_all,pre_swap_acc,post_swap_acc,steady_acc
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,3,256,40000,16.32349133491516,0.9340279138715106,0.94,0.925,0.945
drift_binary,R4_near_inversion,random_graph_k25,rmhl,8,256,40000,18.129950523376465,0.4968750785156151,0.94,0.06,0.07
drift_binary,R4_near_inversion,random_graph_k25,rmhl,9,256,40000,16.71887445449829,0.5014355166955604,0.95,0.075,0.06
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,0,256,40000,18.262396097183228,0.9381882364764705,0.95,0.95,0.94
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,1,256,40000,16.354589700698853,0.9372814753398158,0.945,0.95,0.95
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,4,256,40000,18.06148672103882,0.935824351146956,0.93,0.96,0.95
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,5,256,40000,15.99185061454773,0.9379814577523178,0.93,0.945,0.96
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,6,256,40000,14.92145323753357,0.9343581819552272,0.93,0.95,0.95
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,7,256,40000,14.815889120101929,0.9325903871762016,0.93,0.95,0.925
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,8,256,40000,15.049073696136475,0.9360806261149216,0.94,0.94,0.93
drift_binary,R4_near_inversion,random_graph_k25,rmhl_norm,9,256,40000,15.136230945587158,0.9297086756614157,0.95,0.925,0.94
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,0,256,40000,14.518738508224487,0.9604864199391975,1.0,0.925,0.99
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,1,256,40000,14.97279405593872,0.9370670334916209,1.0,0.93,0.94
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,2,256,40000,14.266525745391846,0.961452727318409,1.0,0.93,1.0
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,3,256,40000,12.567252159118652,0.9394429788196276,1.0,0.9,0.94
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,4,256,40000,14.867584705352783,0.9605553880555765,1.0,0.93,0.995
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,5,256,40000,10.805526971817017,0.9642923544634557,1.0,0.925,1.0
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,8,256,40000,14.944796562194824,0.9664439335695082,1.0,0.915,1.0
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,9,256,40000,10.682356834411621,0.938400040199995,1.0,0.865,0.95
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,6,256,40000,15.116851091384888,0.9536754101655738,1.0,0.915,0.985
drift_binary,R4_near_inversion,random_graph_k25,delta_derived,7,256,40000,10.76305627822876,0.9483825783271776,1.0,0.935,0.965
